id,tradingsymbol,instrument_type,strike,expiry,instrument_token,lot_size,exchange_token,index_name,tick_size,last_updated
579,NIFTY26MAR21000PE,PE,21000,2026-03-30,16107266,65,62919,NIFTY,0.05,
580,NIFTY26MAR20950CE,CE,20950,2026-03-30,13931266,65,54419,NIFTY,0.05,
581,NIFTY26MAR20950PE,PE,20950,2026-03-30,13931522,65,54420,NIFTY,0.05,
582,NIFTY26MAR20900CE,CE,20900,2026-03-30,13930754,65,54417,NIFTY,0.05,
583,NIFTY26MAR20900PE,PE,20900,2026-03-30,13931010,65,54418,NIFTY,0.05,
584,NIFTY26MAR20850CE,CE,20850,2026-03-30,13930242,65,54415,NIFTY,0.05,
585,NIFTY26MAR20850PE,PE,20850,2026-03-30,13930498,65,54416,NIFTY,0.05,
586,NIFTY26MAR20800CE,CE,20800,2026-03-30,13929730,65,54413,NIFTY,0.05,
587,NIFTY26MAR20800PE,PE,20800,2026-03-30,13929986,65,54414,NIFTY,0.05,
588,NIFTY26MAR20750CE,CE,20750,2026-03-30,13929218,65,54411,NIFTY,0.05,
589,NIFTY26MAR20750PE,PE,20750,2026-03-30,13929474,65,54412,NIFTY,0.05,
590,NIFTY26MAR20700CE,CE,20700,2026-03-30,13928706,65,54409,NIFTY,0.05,
591,NIFTY26MAR20700PE,PE,20700,2026-03-30,13928962,65,54410,NIFTY,0.05,
592,NIFTY26MAR20650CE,CE,20650,2026-03-30,11382786,65,44464,NIFTY,0.05,
593,NIFTY26MAR20650PE,PE,20650,2026-03-30,11383042,65,44465,NIFTY,0.05,
594,NIFTY26MAR20600CE,CE,20600,2026-03-30,11677698,65,45616,NIFTY,0.05,
595,NIFTY26MAR20600PE,PE,20600,2026-03-30,11677954,65,45617,NIFTY,0.05,
596,NIFTY26MAR20550CE,CE,20550,2026-03-30,11676674,65,45612,NIFTY,0.05,
597,NIFTY26MAR20550PE,PE,20550,2026-03-30,11676930,65,45613,NIFTY,0.05,
598,NIFTY26MAR20500CE,CE,20500,2026-03-30,11676162,65,45610,NIFTY,0.05,
599,NIFTY26MAR20500PE,PE,20500,2026-03-30,11676418,65,45611,NIFTY,0.05,
600,NIFTY26MAR20000CE,CE,20000,2026-03-30,16106498,65,62916,NIFTY,0.05,
601,NIFTY26MAR20000PE,PE,20000,2026-03-30,16106754,65,62917,NIFTY,0.05,
602,NIFTY26MAR19000CE,CE,19000,2026-03-30,16105986,65,62914,NIFTY,0.05,
603,NIFTY26MAR19000PE,PE,19000,2026-03-30,16106242,65,62915,NIFTY,0.05,
604,NIFTY2640722500CE,CE,22500,2026-04-07,10427394,65,40732,NIFTY,0.05,
605,NIFTY2640722500PE,PE,22500,2026-04-07,10428162,65,40735,NIFTY,0.05,
606,NIFTY2640722550CE,CE,22550,2026-04-07,10428418,65,40736,NIFTY,0.05,
607,NIFTY2640722550PE,PE,22550,2026-04-07,10428674,65,40737,NIFTY,0.05,
608,NIFTY2640722450CE,CE,22450,2026-04-07,10426882,65,40730,NIFTY,0.05,
609,NIFTY2640722450PE,PE,22450,2026-04-07,10427138,65,40731,NIFTY,0.05,
610,NIFTY2640722600CE,CE,22600,2026-04-07,10428930,65,40738,NIFTY,0.05,
611,NIFTY2640722600PE,PE,22600,2026-04-07,10429186,65,40739,NIFTY,0.05,
612,NIFTY2640722400CE,CE,22400,2026-04-07,10426370,65,40728,NIFTY,0.05,
613,NIFTY2640722400PE,PE,22400,2026-04-07,10426626,65,40729,NIFTY,0.05,
614,NIFTY2640722650CE,CE,22650,2026-04-07,10429442,65,40740,NIFTY,0.05,
615,NIFTY2640722650PE,PE,22650,2026-04-07,10429698,65,40741,NIFTY,0.05,
616,NIFTY2640722350CE,CE,22350,2026-04-07,10425858,65,40726,NIFTY,0.05,
617,NIFTY2640722350PE,PE,22350,2026-04-07,10426114,65,40727,NIFTY,0.05,
618,NIFTY2640722700CE,CE,22700,2026-04-07,10429954,65,40742,NIFTY,0.05,
619,NIFTY2640722700PE,PE,22700,2026-04-07,10430722,65,40745,NIFTY,0.05,
620,NIFTY2640722300CE,CE,22300,2026-04-07,10425346,65,40724,NIFTY,0.05,
621,NIFTY2640722300PE,PE,22300,2026-04-07,10425602,65,40725,NIFTY,0.05,
622,NIFTY2640722750CE,CE,22750,2026-04-07,10431234,65,40747,NIFTY,0.05,
623,NIFTY2640722750PE,PE,22750,2026-04-07,10432258,65,40751,NIFTY,0.05,
624,NIFTY2640722250CE,CE,22250,2026-04-07,10423810,65,40718,NIFTY,0.05,
625,NIFTY2640722250PE,PE,22250,2026-04-07,10425090,65,40723,NIFTY,0.05,
626,NIFTY2640722800CE,CE,22800,2026-04-07,10432514,65,40752,NIFTY,0.05,
627,NIFTY2640722800PE,PE,22800,2026-04-07,10432770,65,40753,NIFTY,0.05,
628,NIFTY2640722200CE,CE,22200,2026-04-07,10422786,65,40714,NIFTY,0.05,
629,NIFTY2640722200PE,PE,22200,2026-04-07,10423554,65,40717,NIFTY,0.05,
630,NIFTY2640722850CE,CE,22850,2026-04-07,10433026,65,40754,NIFTY,0.05,
631,NIFTY2640722850PE,PE,22850,2026-04-07,10434562,65,40760,NIFTY,0.05,
632,NIFTY2640722150CE,CE,22150,2026-04-07,10420994,65,40707,NIFTY,0.05,
633,NIFTY2640722150PE,PE,22150,2026-04-07,10421250,65,40708,NIFTY,0.05,
634,NIFTY2640722900PE,PE,22900,2026-04-07,10436866,65,40769,NIFTY,0.05,
635,NIFTY2640726600CE,CE,26600,2026-04-07,10495490,65,40998,NIFTY,0.05,
636,NIFTY2640726600PE,PE,26600,2026-04-07,10495746,65,40999,NIFTY,0.05,
637,NIFTY2640726550CE,CE,26550,2026-04-07,10494978,65,40996,NIFTY,0.05,
638,NIFTY2640726550PE,PE,26550,2026-04-07,10495234,65,40997,NIFTY,0.05,
639,NIFTY2640726500CE,CE,26500,2026-04-07,10494466,65,40994,NIFTY,0.05,
640,NIFTY2640726500PE,PE,26500,2026-04-07,10494722,65,40995,NIFTY,0.05,
641,NIFTY2640726450CE,CE,26450,2026-04-07,10493954,65,40992,NIFTY,0.05,
642,NIFTY2640726450PE,PE,26450,2026-04-07,10494210,65,40993,NIFTY,0.05,
643,NIFTY2640726400CE,CE,26400,2026-04-07,10493442,65,40990,NIFTY,0.05,
644,NIFTY2640726400PE,PE,26400,2026-04-07,10493698,65,40991,NIFTY,0.05,
645,NIFTY2640726350CE,CE,26350,2026-04-07,10491906,65,40984,NIFTY,0.05,
646,NIFTY2640726350PE,PE,26350,2026-04-07,10492162,65,40985,NIFTY,0.05,
647,NIFTY2640726300CE,CE,26300,2026-04-07,10491394,65,40982,NIFTY,0.05,
648,NIFTY2640726300PE,PE,26300,2026-04-07,10491650,65,40983,NIFTY,0.05,
649,NIFTY2640726250CE,CE,26250,2026-04-07,10490882,65,40980,NIFTY,0.05,
650,NIFTY2640726250PE,PE,26250,2026-04-07,10491138,65,40981,NIFTY,0.05,
651,NIFTY2640726200CE,CE,26200,2026-04-07,10490370,65,40978,NIFTY,0.05,
652,NIFTY2640726200PE,PE,26200,2026-04-07,10490626,65,40979,NIFTY,0.05,
653,NIFTY2640726150CE,CE,26150,2026-04-07,10489858,65,40976,NIFTY,0.05,
654,NIFTY2640726150PE,PE,26150,2026-04-07,10490114,65,40977,NIFTY,0.05,
655,NIFTY2640726100CE,CE,26100,2026-04-07,10489346,65,40974,NIFTY,0.05,
656,NIFTY2640726100PE,PE,26100,2026-04-07,10489602,65,40975,NIFTY,0.05,
657,NIFTY2640726050CE,CE,26050,2026-04-07,10488834,65,40972,NIFTY,0.05,
658,NIFTY2640726050PE,PE,26050,2026-04-07,10489090,65,40973,NIFTY,0.05,
659,NIFTY2640726000CE,CE,26000,2026-04-07,10488322,65,40970,NIFTY,0.05,
660,NIFTY2640726000PE,PE,26000,2026-04-07,10488578,65,40971,NIFTY,0.05,
661,NIFTY2640725950CE,CE,25950,2026-04-07,10487554,65,40967,NIFTY,0.05,
662,NIFTY2640725950PE,PE,25950,2026-04-07,10488066,65,40969,NIFTY,0.05,
663,NIFTY2640725900CE,CE,25900,2026-04-07,10486530,65,40963,NIFTY,0.05,
664,NIFTY2640725900PE,PE,25900,2026-04-07,10487298,65,40966,NIFTY,0.05,
665,NIFTY2640725850CE,CE,25850,2026-04-07,10486018,65,40961,NIFTY,0.05,
666,NIFTY2640725850PE,PE,25850,2026-04-07,10486274,65,40962,NIFTY,0.05,
667,NIFTY2640725800CE,CE,25800,2026-04-07,10485506,65,40959,NIFTY,0.05,
668,NIFTY2640725800PE,PE,25800,2026-04-07,10485762,65,40960,NIFTY,0.05,
669,NIFTY2640725750CE,CE,25750,2026-04-07,10484226,65,40954,NIFTY,0.05,
670,NIFTY2640725750PE,PE,25750,2026-04-07,10485250,65,40958,NIFTY,0.05,
671,NIFTY2640725700CE,CE,25700,2026-04-07,10483202,65,40950,NIFTY,0.05,
672,NIFTY2640725700PE,PE,25700,2026-04-07,10483970,65,40953,NIFTY,0.05,
673,NIFTY2640725650CE,CE,25650,2026-04-07,10482690,65,40948,NIFTY,0.05,
674,NIFTY2640725650PE,PE,25650,2026-04-07,10482946,65,40949,NIFTY,0.05,
675,NIFTY2640725600CE,CE,25600,2026-04-07,10482178,65,40946,NIFTY,0.05,
676,NIFTY2640725600PE,PE,25600,2026-04-07,10482434,65,40947,NIFTY,0.05,
677,NIFTY2640725550CE,CE,25550,2026-04-07,10481154,65,40942,NIFTY,0.05,
678,NIFTY2640725550PE,PE,25550,2026-04-07,10481410,65,40943,NIFTY,0.05,
679,NIFTY2640725500CE,CE,25500,2026-04-07,10478338,65,40931,NIFTY,0.05,
680,NIFTY2640725500PE,PE,25500,2026-04-07,10480898,65,40941,NIFTY,0.05,
681,NIFTY2640725450CE,CE,25450,2026-04-07,10477058,65,40926,NIFTY,0.05,
682,NIFTY2640725450PE,PE,25450,2026-04-07,10477314,65,40927,NIFTY,0.05,
683,NIFTY2640725400CE,CE,25400,2026-04-07,10475522,65,40920,NIFTY,0.05,
684,NIFTY2640725400PE,PE,25400,2026-04-07,10476802,65,40925,NIFTY,0.05,
685,NIFTY2640725350CE,CE,25350,2026-04-07,10474498,65,40916,NIFTY,0.05,
686,NIFTY2640725350PE,PE,25350,2026-04-07,10475266,65,40919,NIFTY,0.05,
687,NIFTY2640725300CE,CE,25300,2026-04-07,10473986,65,40914,NIFTY,0.05,
688,NIFTY2640725300PE,PE,25300,2026-04-07,10474242,65,40915,NIFTY,0.05,
689,NIFTY2640725250CE,CE,25250,2026-04-07,10472962,65,40910,NIFTY,0.05,
690,NIFTY2640725250PE,PE,25250,2026-04-07,10473730,65,40913,NIFTY,0.05,
691,NIFTY2640725200CE,CE,25200,2026-04-07,10472450,65,40908,NIFTY,0.05,
692,NIFTY2640725200PE,PE,25200,2026-04-07,10472706,65,40909,NIFTY,0.05,
693,NIFTY2640725150CE,CE,25150,2026-04-07,10470914,65,40902,NIFTY,0.05,
694,NIFTY2640725150PE,PE,25150,2026-04-07,10472194,65,40907,NIFTY,0.05,
695,NIFTY2640725100CE,CE,25100,2026-04-07,10469378,65,40896,NIFTY,0.05,
696,NIFTY2640725100PE,PE,25100,2026-04-07,10470658,65,40901,NIFTY,0.05,
697,NIFTY2640725050CE,CE,25050,2026-04-07,10468866,65,40894,NIFTY,0.05,
698,NIFTY2640725050PE,PE,25050,2026-04-07,10469122,65,40895,NIFTY,0.05,
699,NIFTY2640725000CE,CE,25000,2026-04-07,10467842,65,40890,NIFTY,0.05,
700,NIFTY2640725000PE,PE,25000,2026-04-07,10468610,65,40893,NIFTY,0.05,
701,NIFTY2640724950CE,CE,24950,2026-04-07,10467330,65,40888,NIFTY,0.05,
702,NIFTY2640724950PE,PE,24950,2026-04-07,10467586,65,40889,NIFTY,0.05,
703,NIFTY2640724900CE,CE,24900,2026-04-07,10466306,65,40884,NIFTY,0.05,
704,NIFTY2640724900PE,PE,24900,2026-04-07,10467074,65,40887,NIFTY,0.05,
705,NIFTY2640724850CE,CE,24850,2026-04-07,10465794,65,40882,NIFTY,0.05,
706,NIFTY2640724850PE,PE,24850,2026-04-07,10466050,65,40883,NIFTY,0.05,
707,NIFTY2640724800CE,CE,24800,2026-04-07,10465282,65,40880,NIFTY,0.05,
708,NIFTY2640724800PE,PE,24800,2026-04-07,10465538,65,40881,NIFTY,0.05,
709,NIFTY2640724750CE,CE,24750,2026-04-07,10464770,65,40878,NIFTY,0.05,
710,NIFTY2640724750PE,PE,24750,2026-04-07,10465026,65,40879,NIFTY,0.05,
711,NIFTY2640724700CE,CE,24700,2026-04-07,10464258,65,40876,NIFTY,0.05,
712,NIFTY2640724700PE,PE,24700,2026-04-07,10464514,65,40877,NIFTY,0.05,
713,NIFTY2640724650CE,CE,24650,2026-04-07,10462722,65,40870,NIFTY,0.05,
714,NIFTY2640724650PE,PE,24650,2026-04-07,10464002,65,40875,NIFTY,0.05,
715,NIFTY2640724600CE,CE,24600,2026-04-07,10462210,65,40868,NIFTY,0.05,
716,NIFTY2640724600PE,PE,24600,2026-04-07,10462466,65,40869,NIFTY,0.05,
717,NIFTY2640724550CE,CE,24550,2026-04-07,10461698,65,40866,NIFTY,0.05,
718,NIFTY2640724550PE,PE,24550,2026-04-07,10461954,65,40867,NIFTY,0.05,
719,NIFTY2640724500CE,CE,24500,2026-04-07,10461186,65,40864,NIFTY,0.05,
720,NIFTY2640724500PE,PE,24500,2026-04-07,10461442,65,40865,NIFTY,0.05,
721,NIFTY2640724450CE,CE,24450,2026-04-07,10460674,65,40862,NIFTY,0.05,
722,NIFTY2640724450PE,PE,24450,2026-04-07,10460930,65,40863,NIFTY,0.05,
723,NIFTY2640724400CE,CE,24400,2026-04-07,10459650,65,40858,NIFTY,0.05,
724,NIFTY2640724400PE,PE,24400,2026-04-07,10460418,65,40861,NIFTY,0.05,
725,NIFTY2640724350CE,CE,24350,2026-04-07,10458114,65,40852,NIFTY,0.05,
726,NIFTY2640724350PE,PE,24350,2026-04-07,10459394,65,40857,NIFTY,0.05,
727,NIFTY2640724300CE,CE,24300,2026-04-07,10457602,65,40850,NIFTY,0.05,
728,NIFTY2640724300PE,PE,24300,2026-04-07,10457858,65,40851,NIFTY,0.05,
729,NIFTY2640724250CE,CE,24250,2026-04-07,10455554,65,40842,NIFTY,0.05,
730,NIFTY2640724250PE,PE,24250,2026-04-07,10456834,65,40847,NIFTY,0.05,
731,NIFTY2640724200CE,CE,24200,2026-04-07,10455042,65,40840,NIFTY,0.05,
732,NIFTY2640724200PE,PE,24200,2026-04-07,10455298,65,40841,NIFTY,0.05,
733,NIFTY2640724150CE,CE,24150,2026-04-07,10454530,65,40838,NIFTY,0.05,
734,NIFTY2640724150PE,PE,24150,2026-04-07,10454786,65,40839,NIFTY,0.05,
735,NIFTY2640724100CE,CE,24100,2026-04-07,10453250,65,40833,NIFTY,0.05,
736,NIFTY2640724100PE,PE,24100,2026-04-07,10454274,65,40837,NIFTY,0.05,
737,NIFTY2640724050CE,CE,24050,2026-04-07,10452482,65,40830,NIFTY,0.05,
738,NIFTY2640724050PE,PE,24050,2026-04-07,10452994,65,40832,NIFTY,0.05,
739,NIFTY2640724000CE,CE,24000,2026-04-07,10450946,65,40824,NIFTY,0.05,
740,NIFTY2640724000PE,PE,24000,2026-04-07,10452226,65,40829,NIFTY,0.05,
741,NIFTY2640723950CE,CE,23950,2026-04-07,10450434,65,40822,NIFTY,0.05,
742,NIFTY2640723950PE,PE,23950,2026-04-07,10450690,65,40823,NIFTY,0.05,
743,NIFTY2640723900CE,CE,23900,2026-04-07,10449922,65,40820,NIFTY,0.05,
744,NIFTY2640723900PE,PE,23900,2026-04-07,10450178,65,40821,NIFTY,0.05,
745,NIFTY2640723850CE,CE,23850,2026-04-07,10449410,65,40818,NIFTY,0.05,
746,NIFTY2640723850PE,PE,23850,2026-04-07,10449666,65,40819,NIFTY,0.05,
747,NIFTY2640723800CE,CE,23800,2026-04-07,10448898,65,40816,NIFTY,0.05,
748,NIFTY2640723800PE,PE,23800,2026-04-07,10449154,65,40817,NIFTY,0.05,
749,NIFTY2640723750CE,CE,23750,2026-04-07,10447106,65,40809,NIFTY,0.05,
750,NIFTY2640723750PE,PE,23750,2026-04-07,10448386,65,40814,NIFTY,0.05,
751,NIFTY2640723700CE,CE,23700,2026-04-07,10445826,65,40804,NIFTY,0.05,
752,NIFTY2640723700PE,PE,23700,2026-04-07,10446338,65,40806,NIFTY,0.05,
753,NIFTY2640723650CE,CE,23650,2026-04-07,10445314,65,40802,NIFTY,0.05,
754,NIFTY2640723650PE,PE,23650,2026-04-07,10445570,65,40803,NIFTY,0.05,
755,NIFTY2640723600CE,CE,23600,2026-04-07,10444802,65,40800,NIFTY,0.05,
756,NIFTY2640723600PE,PE,23600,2026-04-07,10445058,65,40801,NIFTY,0.05,
757,NIFTY2640723550CE,CE,23550,2026-04-07,10444290,65,40798,NIFTY,0.05,
758,NIFTY2640723550PE,PE,23550,2026-04-07,10444546,65,40799,NIFTY,0.05,
759,NIFTY2640723500CE,CE,23500,2026-04-07,10443778,65,40796,NIFTY,0.05,
760,NIFTY2640723500PE,PE,23500,2026-04-07,10444034,65,40797,NIFTY,0.05,
761,NIFTY2640723450CE,CE,23450,2026-04-07,10442754,65,40792,NIFTY,0.05,
762,NIFTY2640723450PE,PE,23450,2026-04-07,10443522,65,40795,NIFTY,0.05,
763,NIFTY2640723400CE,CE,23400,2026-04-07,10442242,65,40790,NIFTY,0.05,
764,NIFTY2640723400PE,PE,23400,2026-04-07,10442498,65,40791,NIFTY,0.05,
765,NIFTY2640723350CE,CE,23350,2026-04-07,10441730,65,40788,NIFTY,0.05,
766,NIFTY2640723350PE,PE,23350,2026-04-07,10441986,65,40789,NIFTY,0.05,
767,NIFTY2640723300CE,CE,23300,2026-04-07,10440962,65,40785,NIFTY,0.05,
768,NIFTY2640723300PE,PE,23300,2026-04-07,10441474,65,40787,NIFTY,0.05,
769,NIFTY2640723250CE,CE,23250,2026-04-07,10440450,65,40783,NIFTY,0.05,
770,NIFTY2640723250PE,PE,23250,2026-04-07,10440706,65,40784,NIFTY,0.05,
771,NIFTY2640723200CE,CE,23200,2026-04-07,10439938,65,40781,NIFTY,0.05,
772,NIFTY2640723200PE,PE,23200,2026-04-07,10440194,65,40782,NIFTY,0.05,
773,NIFTY2640723150CE,CE,23150,2026-04-07,10439170,65,40778,NIFTY,0.05,
774,NIFTY2640723150PE,PE,23150,2026-04-07,10439426,65,40779,NIFTY,0.05,
775,NIFTY2640723100CE,CE,23100,2026-04-07,10438658,65,40776,NIFTY,0.05,
776,NIFTY2640723100PE,PE,23100,2026-04-07,10438914,65,40777,NIFTY,0.05,
777,NIFTY2640723050CE,CE,23050,2026-04-07,10438146,65,40774,NIFTY,0.05,
778,NIFTY2640723050PE,PE,23050,2026-04-07,10438402,65,40775,NIFTY,0.05,
779,NIFTY2640723000CE,CE,23000,2026-04-07,10437634,65,40772,NIFTY,0.05,
780,NIFTY2640723000PE,PE,23000,2026-04-07,10437890,65,40773,NIFTY,0.05,
781,NIFTY2640722950CE,CE,22950,2026-04-07,10437122,65,40770,NIFTY,0.05,
782,NIFTY2640722950PE,PE,22950,2026-04-07,10437378,65,40771,NIFTY,0.05,
783,NIFTY2640722900CE,CE,22900,2026-04-07,10434818,65,40761,NIFTY,0.05,
784,NIFTY2640722100CE,CE,22100,2026-04-07,10420482,65,40705,NIFTY,0.05,
785,NIFTY2640722100PE,PE,22100,2026-04-07,10420738,65,40706,NIFTY,0.05,
786,NIFTY2640722050CE,CE,22050,2026-04-07,10419970,65,40703,NIFTY,0.05,
787,NIFTY2640722050PE,PE,22050,2026-04-07,10420226,65,40704,NIFTY,0.05,
788,NIFTY2640722000CE,CE,22000,2026-04-07,10419202,65,40700,NIFTY,0.05,
789,NIFTY2640722000PE,PE,22000,2026-04-07,10419458,65,40701,NIFTY,0.05,
790,NIFTY2640721950CE,CE,21950,2026-04-07,10418690,65,40698,NIFTY,0.05,
791,NIFTY2640721950PE,PE,21950,2026-04-07,10418946,65,40699,NIFTY,0.05,
792,NIFTY2640721900CE,CE,21900,2026-04-07,10418178,65,40696,NIFTY,0.05,
793,NIFTY2640721900PE,PE,21900,2026-04-07,10418434,65,40697,NIFTY,0.05,
794,NIFTY2640721850CE,CE,21850,2026-04-07,10417666,65,40694,NIFTY,0.05,
795,NIFTY2640721850PE,PE,21850,2026-04-07,10417922,65,40695,NIFTY,0.05,
796,NIFTY2640721800CE,CE,21800,2026-04-07,10417154,65,40692,NIFTY,0.05,
797,NIFTY2640721800PE,PE,21800,2026-04-07,10417410,65,40693,NIFTY,0.05,
798,NIFTY2640721750CE,CE,21750,2026-04-07,10416642,65,40690,NIFTY,0.05,
799,NIFTY2640721750PE,PE,21750,2026-04-07,10416898,65,40691,NIFTY,0.05,
800,NIFTY2640721700CE,CE,21700,2026-04-07,10416130,65,40688,NIFTY,0.05,
801,NIFTY2640721700PE,PE,21700,2026-04-07,10416386,65,40689,NIFTY,0.05,
802,NIFTY2640721650CE,CE,21650,2026-04-07,10415106,65,40684,NIFTY,0.05,
803,NIFTY2640721650PE,PE,21650,2026-04-07,10415874,65,40687,NIFTY,0.05,
804,NIFTY2640721600CE,CE,21600,2026-04-07,10414594,65,40682,NIFTY,0.05,
805,NIFTY2640721600PE,PE,21600,2026-04-07,10414850,65,40683,NIFTY,0.05,
806,NIFTY2640721550CE,CE,21550,2026-04-07,10414082,65,40680,NIFTY,0.05,
807,NIFTY2640721550PE,PE,21550,2026-04-07,10414338,65,40681,NIFTY,0.05,
808,NIFTY2640721500CE,CE,21500,2026-04-07,10413570,65,40678,NIFTY,0.05,
809,NIFTY2640721500PE,PE,21500,2026-04-07,10413826,65,40679,NIFTY,0.05,
810,NIFTY2640721450CE,CE,21450,2026-04-07,10411010,65,40668,NIFTY,0.05,
811,NIFTY2640721450PE,PE,21450,2026-04-07,10413314,65,40677,NIFTY,0.05,
812,NIFTY2640721400CE,CE,21400,2026-04-07,10409986,65,40664,NIFTY,0.05,
813,NIFTY2640721400PE,PE,21400,2026-04-07,10410754,65,40667,NIFTY,0.05,
814,NIFTY2640721350CE,CE,21350,2026-04-07,10409474,65,40662,NIFTY,0.05,
815,NIFTY2640721350PE,PE,21350,2026-04-07,10409730,65,40663,NIFTY,0.05,
816,NIFTY2640721300CE,CE,21300,2026-04-07,10408962,65,40660,NIFTY,0.05,
817,NIFTY2640721300PE,PE,21300,2026-04-07,10409218,65,40661,NIFTY,0.05,
818,NIFTY2640721250CE,CE,21250,2026-04-07,10407938,65,40656,NIFTY,0.05,
819,NIFTY2640721250PE,PE,21250,2026-04-07,10408706,65,40659,NIFTY,0.05,
820,NIFTY2640721200CE,CE,21200,2026-04-07,10406914,65,40652,NIFTY,0.05,
821,NIFTY2640721200PE,PE,21200,2026-04-07,10407682,65,40655,NIFTY,0.05,
822,NIFTY2640721150CE,CE,21150,2026-04-07,10405890,65,40648,NIFTY,0.05,
823,NIFTY2640721150PE,PE,21150,2026-04-07,10406658,65,40651,NIFTY,0.05,
824,NIFTY2640721100CE,CE,21100,2026-04-07,10404866,65,40644,NIFTY,0.05,
825,NIFTY2640721100PE,PE,21100,2026-04-07,10405634,65,40647,NIFTY,0.05,
826,NIFTY2640721050CE,CE,21050,2026-04-07,10404354,65,40642,NIFTY,0.05,
827,NIFTY2640721050PE,PE,21050,2026-04-07,10404610,65,40643,NIFTY,0.05,
828,NIFTY2640721000CE,CE,21000,2026-04-07,10403842,65,40640,NIFTY,0.05,
829,NIFTY2640721000PE,PE,21000,2026-04-07,10404098,65,40641,NIFTY,0.05,
830,NIFTY2640720950CE,CE,20950,2026-04-07,10403330,65,40638,NIFTY,0.05,
831,NIFTY2640720950PE,PE,20950,2026-04-07,10403586,65,40639,NIFTY,0.05,
832,NIFTY2640720900CE,CE,20900,2026-04-07,10401794,65,40632,NIFTY,0.05,
833,NIFTY2640720900PE,PE,20900,2026-04-07,10403074,65,40637,NIFTY,0.05,
834,NIFTY2640720850CE,CE,20850,2026-04-07,10400258,65,40626,NIFTY,0.05,
835,NIFTY2640720850PE,PE,20850,2026-04-07,10401538,65,40631,NIFTY,0.05,
836,NIFTY2640720800CE,CE,20800,2026-04-07,10399746,65,40624,NIFTY,0.05,
837,NIFTY2640720800PE,PE,20800,2026-04-07,10400002,65,40625,NIFTY,0.05,
838,NIFTY2640720750CE,CE,20750,2026-04-07,10397698,65,40616,NIFTY,0.05,
839,NIFTY2640720750PE,PE,20750,2026-04-07,10399490,65,40623,NIFTY,0.05,
840,NIFTY2640720700CE,CE,20700,2026-04-07,10394626,65,40604,NIFTY,0.05,
841,NIFTY2640720700PE,PE,20700,2026-04-07,10397442,65,40615,NIFTY,0.05,
842,NIFTY2640720650CE,CE,20650,2026-04-07,10392578,65,40596,NIFTY,0.05,
843,NIFTY2640720650PE,PE,20650,2026-04-07,10394370,65,40603,NIFTY,0.05,
844,NIFTY2640720600CE,CE,20600,2026-04-07,10392066,65,40594,NIFTY,0.05,
845,NIFTY2640720600PE,PE,20600,2026-04-07,10392322,65,40595,NIFTY,0.05,
846,NIFTY2640720550CE,CE,20550,2026-04-07,10391554,65,40592,NIFTY,0.05,
847,NIFTY2640720550PE,PE,20550,2026-04-07,10391810,65,40593,NIFTY,0.05,
848,NIFTY2640720500CE,CE,20500,2026-04-07,10391042,65,40590,NIFTY,0.05,
849,NIFTY2640720500PE,PE,20500,2026-04-07,10391298,65,40591,NIFTY,0.05,
850,NIFTY2641322500CE,CE,22500,2026-04-13,14003458,65,54701,NIFTY,0.05,
851,NIFTY2641322500PE,PE,22500,2026-04-13,14003714,65,54702,NIFTY,0.05,
852,NIFTY2641322550CE,CE,22550,2026-04-13,14003970,65,54703,NIFTY,0.05,
853,NIFTY2641322550PE,PE,22550,2026-04-13,14004226,65,54704,NIFTY,0.05,
854,NIFTY2641322450CE,CE,22450,2026-04-13,14002946,65,54699,NIFTY,0.05,
855,NIFTY2641322450PE,PE,22450,2026-04-13,14003202,65,54700,NIFTY,0.05,
856,NIFTY2641322600CE,CE,22600,2026-04-13,14004482,65,54705,NIFTY,0.05,
857,NIFTY2641322600PE,PE,22600,2026-04-13,14004738,65,54706,NIFTY,0.05,
858,NIFTY2641322400CE,CE,22400,2026-04-13,14002434,65,54697,NIFTY,0.05,
859,NIFTY2641322400PE,PE,22400,2026-04-13,14002690,65,54698,NIFTY,0.05,
860,NIFTY2641322650CE,CE,22650,2026-04-13,14004994,65,54707,NIFTY,0.05,
861,NIFTY2641322650PE,PE,22650,2026-04-13,14005762,65,54710,NIFTY,0.05,
862,NIFTY2641322350CE,CE,22350,2026-04-13,14001922,65,54695,NIFTY,0.05,
863,NIFTY2641322350PE,PE,22350,2026-04-13,14002178,65,54696,NIFTY,0.05,
864,NIFTY2641322700CE,CE,22700,2026-04-13,14006018,65,54711,NIFTY,0.05,
865,NIFTY2641322700PE,PE,22700,2026-04-13,14017026,65,54754,NIFTY,0.05,
866,NIFTY2641322300CE,CE,22300,2026-04-13,14001410,65,54693,NIFTY,0.05,
867,NIFTY2641322300PE,PE,22300,2026-04-13,14001666,65,54694,NIFTY,0.05,
868,NIFTY2641322750CE,CE,22750,2026-04-13,14017282,65,54755,NIFTY,0.05,
869,NIFTY2641322750PE,PE,22750,2026-04-13,14017538,65,54756,NIFTY,0.05,
870,NIFTY2641322250CE,CE,22250,2026-04-13,14000898,65,54691,NIFTY,0.05,
871,NIFTY2641322250PE,PE,22250,2026-04-13,14001154,65,54692,NIFTY,0.05,
872,NIFTY2641322800CE,CE,22800,2026-04-13,14017794,65,54757,NIFTY,0.05,
873,NIFTY2641322800PE,PE,22800,2026-04-13,14018050,65,54758,NIFTY,0.05,
